Chapter,Group,Sub-group,Sub-group disaggregation,Topic,Topic disaggregation,Current/Trend,Year,Numerator,Denominator,Per cent
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2018,2338,72573,3.2
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2018,62389,215016,29
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2018,13549,72573,18.7
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2018,72211,215016,33.6
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2018,31301,72573,43.1
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2018,36720,215016,17.1
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2018,20484,72573,28.2
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2018,8132,215016,3.8
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2018,4638,72573,6.4
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2018,4,215016,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2018,10,72573,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2018,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2018,1638,13754,11.9
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2018,4363,284168,1.5
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2018,13,708,1.8
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2018,4332,13754,31.5
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2018,29348,284168,10.3
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2018,54,708,7.6
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2018,3935,13754,28.6
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2018,75001,284168,26.4
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2018,155,708,21.9
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2018,2501,13754,18.2
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2018,104731,284168,36.9
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2018,253,708,35.7
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2018,1090,13754,7.9
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2018,57916,284168,20.4
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2018,190,708,26.8
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2018,258,13754,1.9
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2018,12791,284168,4.5
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2018,43,708,6.1
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2018,0,13754,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2018,18,284168,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2018,0,708,0
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2018,5128,126605,4.1
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2018,785,104993,0.7
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2018,86,42400,0.2
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2018,9,14443,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2018,19133,126605,15.1
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2018,10431,104993,9.9
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2018,3265,42400,7.7
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2018,712,14443,4.9
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2018,183,10066,1.8
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2018,10,123,8.1
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2018,39258,126605,31
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2018,24723,104993,23.5
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2018,9969,42400,23.5
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2018,3425,14443,23.7
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2018,1689,10066,16.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2018,27,123,22
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2018,42615,126605,33.7
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2018,40884,104993,38.9
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2018,15335,42400,36.2
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2018,5151,14443,35.7
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2018,3470,10066,34.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2018,30,123,24.4
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2018,16794,126605,13.3
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2018,23721,104993,22.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2018,11296,42400,26.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2018,4014,14443,27.8
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2018,3334,10066,33.1
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2018,37,123,30.1
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2018,3673,126605,2.9
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2018,4441,104993,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2018,2444,42400,5.8
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2018,1131,14443,7.8
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2018,4,126605,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2018,8,104993,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2018,5,42400,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2018,1,14443,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2018,0,10066,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Not stated,Trend,2018,0,123,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2018,1792,94163,1.9
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2018,953,77733,1.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2018,1779,59624,3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2018,656,32974,2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2018,366,19044,1.9
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2018,177,5436,3.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2018,68,5929,1.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2018,223,3727,6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2018,9971,94163,10.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2018,6791,77733,8.7
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2018,8866,59624,14.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2018,3754,32974,11.4
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2018,2332,19044,12.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2018,917,5436,16.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2018,481,5929,8.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2018,622,3727,16.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2018,24580,94163,26.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2018,19334,77733,24.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2018,16957,59624,28.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2018,8986,32974,27.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2018,5215,19044,27.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2018,1572,5436,28.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2018,1453,5929,24.5
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2018,994,3727,26.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2018,34126,94163,36.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2018,29942,77733,38.5
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2018,19275,59624,32.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2018,12069,32974,36.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2018,6849,19044,36
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2018,1725,5436,31.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2018,2328,5929,39.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2018,1171,3727,31.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2018,19318,94163,20.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2018,16872,77733,21.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2018,10458,59624,17.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2018,6228,32974,18.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2018,3536,19044,18.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2018,868,5436,16
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2018,1313,5929,22.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2018,603,3727,16.2
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2018,4360,94163,4.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2018,3839,77733,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2018,2289,59624,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2018,1281,32974,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2018,746,19044,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2018,177,5436,3.3
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2018,286,5929,4.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2018,114,3727,3.1
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2018,16,94163,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2018,2,77733,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2018,0,59624,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2018,0,32974,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2018,0,19044,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2018,0,5436,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2018,0,5929,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2018,0,3727,0
