babies_term,topic,topic_disaggregation,year,count,year_total,percent_total
Term,State and territory of birth,SA,2017,17577,19485,90.2
Term,State and territory of birth,Tas,2017,4953,5581,88.7
Term,State and territory of birth,ACT,2017,5665,6314,89.7
Term,State and territory of birth,NT,2017,3414,3849,88.7
Post-term,State and territory of birth,NSW,2017,885,95807,0.9
Post-term,State and territory of birth,Vic,2017,236,79771,0.3
Post-term,State and territory of birth,Qld,2017,170,60314,0.3
Post-term,State and territory of birth,WA,2017,89,34546,0.3
Post-term,State and territory of birth,SA,2017,41,19485,0.2
Post-term,State and territory of birth,Tas,2017,14,5581,0.3
Post-term,State and territory of birth,ACT,2017,26,6314,0.4
Post-term,State and territory of birth,NT,2017,13,3849,0.3
Not stated,State and territory of birth,NSW,2017,96,95807,0.1
Not stated,State and territory of birth,Vic,2017,7,79771,0
Not stated,State and territory of birth,Qld,2017,0,60314,0
Not stated,State and territory of birth,WA,2017,0,34546,0
Not stated,State and territory of birth,SA,2017,1,19485,0
Not stated,State and territory of birth,Tas,2017,0,5581,0
Not stated,State and territory of birth,ACT,2017,0,6314,0
Not stated,State and territory of birth,NT,2017,0,3849,0
Pre-term,Admission to SCN/NICU,Admitted,2018,11523,30903,37.3
Pre-term,Admission to SCN/NICU,Not admitted,2018,2852,136896,2.1
Pre-term,Admission to SCN/NICU,Not stated,2018,33,1227,2.7
Term,Admission to SCN/NICU,Admitted,2018,19298,30903,62.4
Term,Admission to SCN/NICU,Not admitted,2018,133664,136896,97.6
Term,Admission to SCN/NICU,Not stated,2018,1192,1227,97.1
Post-term,Admission to SCN/NICU,Admitted,2018,80,30903,0.3
Post-term,Admission to SCN/NICU,Not admitted,2018,372,136896,0.3
Post-term,Admission to SCN/NICU,Not stated,2018,1,1227,0.1
Not stated,Admission to SCN/NICU,Admitted,2018,2,30903,0
Not stated,Admission to SCN/NICU,Not admitted,2018,8,136896,0
Not stated,Admission to SCN/NICU,Not stated,2018,1,1227,0.1
Pre-term,Birth status,Live birth,2018,24580,300902,8.2
Pre-term,Birth status,Stillbirth,2018,1877,2118,88.6
Pre-term,Birth status,Not stated,2018,4,9,44.4
Term,Birth status,Live birth,2018,274959,300902,91.4
Term,Birth status,Stillbirth,2018,239,2118,11.3
Term,Birth status,Not stated,2018,5,9,55.6
Post-term,Birth status,Not stated,2018,0,9,0
Not stated,Birth status,Not stated,2018,0,9,0
Pre-term,Birthweight,Normal birthweight,2018,10657,277531,3.8
Pre-term,Birthweight,Not stated,2018,100,215,46.5
Term,Birthweight,Low birthweight,2018,6225,21908,28.4
Term,Birthweight,Normal birthweight,2018,265598,277531,95.7
Term,Birthweight,High birthweight,2018,3265,3375,96.7
Term,Birthweight,Not stated,2018,115,215,53.5
Post-term,Birthweight,Normal birthweight,2018,1211,277531,0.4
Post-term,Birthweight,Not stated,2018,0,215,0
Not stated,Birthweight,Low birthweight,2018,5,21908,0
Not stated,Birthweight,Normal birthweight,2018,65,277531,0
Not stated,Birthweight,High birthweight,2018,0,3375,0
Not stated,Birthweight,Not stated,2018,0,215,0
Pre-term,Body mass index,Underweight,2018,750,6947,10.8
Pre-term,Body mass index,Normal weight,2018,7831,95576,8.2
Pre-term,Body mass index,Overweight,2018,4594,53416,8.6
Pre-term,Body mass index,Obese,2018,4412,43548,10.1
Pre-term,Body mass index,Not stated,2018,1101,4222,26.1
Term,Body mass index,Underweight,2018,6187,6947,89.1
Term,Body mass index,Normal weight,2018,87466,95576,91.5
Term,Body mass index,Overweight,2018,48664,53416,91.1
Term,Body mass index,Obese,2018,39056,43548,89.7
Term,Body mass index,Not stated,2018,3103,4222,73.5
Post-term,Body mass index,Underweight,2018,10,6947,0.1
Post-term,Body mass index,Normal weight,2018,276,95576,0.3
Post-term,Body mass index,Overweight,2018,157,53416,0.3
Post-term,Body mass index,Obese,2018,78,43548,0.2
Post-term,Body mass index,Not stated,2018,13,4222,0.3
Not stated,Body mass index,Underweight,2018,0,6947,0
Not stated,Body mass index,Normal weight,2018,3,95576,0
Not stated,Body mass index,Overweight,2018,1,53416,0
Not stated,Body mass index,Obese,2018,2,43548,0
Not stated,Body mass index,Not stated,2018,5,4222,0.1
Pre-term,Country of birth (mother),Born in Australia,2018,17873,195116,9.2
Pre-term,Country of birth (mother),Born overseas,2018,8484,106823,7.9
Pre-term,Country of birth (mother),Not stated,2018,104,1090,9.5
Term,Country of birth (mother),Born in Australia,2018,176277,195116,90.3
Term,Country of birth (mother),Born overseas,2018,97951,106823,91.7
Term,Country of birth (mother),Not stated,2018,975,1090,89.4
Post-term,Country of birth (mother),Born in Australia,2018,916,195116,0.5
Post-term,Country of birth (mother),Born overseas,2018,371,106823,0.3
Post-term,Country of birth (mother),Not stated,2018,8,1090,0.7
Not stated,Country of birth (mother),Born in Australia,2018,50,195116,0
Not stated,Country of birth (mother),Born overseas,2018,17,106823,0
Not stated,Country of birth (mother),Not stated,2018,3,1090,0.3
Pre-term,Hospital sector,Public,2018,20060,218332,9.2
Pre-term,Hospital sector,Private,2018,5970,73625,8.1
Pre-term,Hospital sector,Not stated,2018,0,0,0
Term,Hospital sector,Public,2018,197191,218332,90.3
Term,Hospital sector,Private,2018,67502,73625,91.7
Term,Hospital sector,Not stated,2018,0,0,0
Post-term,Hospital sector,Public,2018,1061,218332,0.5
Post-term,Hospital sector,Private,2018,118,73625,0.2
Post-term,Hospital sector,Not stated,2018,0,0,0
Not stated,Hospital sector,Public,2018,20,218332,0
Not stated,Hospital sector,Private,2018,35,73625,0
Not stated,Hospital sector,Not stated,2018,0,0,0
Pre-term,Indigenous status (mother),Indigenous,2018,1932,13962,13.8
Pre-term,Indigenous status (mother),Non-Indigenous,2018,24441,288349,8.5
Pre-term,Indigenous status (mother),Not stated,2018,88,718,12.3
Term,Indigenous status (mother),Indigenous,2018,11972,13962,85.7
Term,Indigenous status (mother),Non-Indigenous,2018,262606,288349,91.1
Term,Indigenous status (mother),Not stated,2018,625,718,87
Post-term,Indigenous status (mother),Indigenous,2018,55,13962,0.4
Post-term,Indigenous status (mother),Non-Indigenous,2018,1237,288349,0.4
Post-term,Indigenous status (mother),Not stated,2018,3,718,0.4
Not stated,Indigenous status (mother),Indigenous,2018,3,13962,0
Not stated,Indigenous status (mother),Non-Indigenous,2018,65,288349,0
Not stated,Indigenous status (mother),Not stated,2018,2,718,0.3
Pre-term,Indigenous status (baby),Indigenous,2018,2249,17263,13
Pre-term,Indigenous status (baby),Non-Indigenous,2018,23293,282306,8.3
Pre-term,Indigenous status (baby),Not stated,2018,919,3460,26.6
Term,Indigenous status (baby),Indigenous,2018,14947,17263,86.6
Term,Indigenous status (baby),Non-Indigenous,2018,257747,282306,91.3
Term,Indigenous status (baby),Not stated,2018,2509,3460,72.5
Post-term,Indigenous status (baby),Indigenous,2018,66,17263,0.4
Post-term,Indigenous status (baby),Non-Indigenous,2018,1210,282306,0.4
Post-term,Indigenous status (baby),Not stated,2018,19,3460,0.5
Not stated,Indigenous status (baby),Indigenous,2018,1,17263,0
Not stated,Indigenous status (baby),Non-Indigenous,2018,56,282306,0
Not stated,Indigenous status (baby),Not stated,2018,13,3460,0.4
Pre-term,Maternal age,Less than 20,2018,670,6051,11.1
Pre-term,Maternal age,20-24,2018,3105,34088,9.1
Pre-term,Maternal age,25-29,2018,6389,80097,8
Pre-term,Maternal age,30-34,2018,8941,109116,8.2
Pre-term,Maternal age,35-39,2018,5686,60245,9.4
Pre-term,Maternal age,40 and over,2018,1669,13414,12.4
Pre-term,Maternal age,Not stated,2018,1,18,5.6
Term,Maternal age,Less than 20,2018,5348,6051,88.4
Term,Maternal age,20-24,2018,30848,34088,90.5
Term,Maternal age,25-29,2018,73356,80097,91.6
Term,Maternal age,30-34,2018,99648,109116,91.3
Term,Maternal age,35-39,2018,54272,60245,90.1
Term,Maternal age,40 and over,2018,11714,13414,87.3
Term,Maternal age,Not stated,2018,17,18,94.4
Post-term,Maternal age,Less than 20,2018,33,6051,0.5
Post-term,Maternal age,20-24,2018,127,34088,0.4
Post-term,Maternal age,25-29,2018,341,80097,0.4
Post-term,Maternal age,30-34,2018,494,109116,0.5
Post-term,Maternal age,35-39,2018,272,60245,0.5
Post-term,Maternal age,40 and over,2018,28,13414,0.2
Post-term,Maternal age,Not stated,2018,0,18,0
Not stated,Maternal age,Less than 20,2018,0,6051,0
Not stated,Maternal age,20-24,2018,8,34088,0
Not stated,Maternal age,25-29,2018,11,80097,0
Not stated,Maternal age,30-34,2018,33,109116,0
Not stated,Maternal age,35-39,2018,15,60245,0
Not stated,Maternal age,40 and over,2018,3,13414,0
Not stated,Maternal age,Not stated,2018,0,18,0
Pre-term,Method of birth,Vaginal (non-instrumental),2018,10420,156238,6.7
Pre-term,Method of birth,Vaginal (forceps),2018,950,15575,6.1
Pre-term,Method of birth,Vaginal (vacuum),2018,912,22424,4.1
Pre-term,Method of birth,Caesarean section,2018,14158,108764,13
Pre-term,Method of birth,Not stated,2018,21,28,75
Term,Method of birth,Vaginal (non-instrumental),2018,145151,156238,92.9
Term,Method of birth,Vaginal (forceps),2018,14505,15575,93.1
Term,Method of birth,Vaginal (vacuum),2018,21396,22424,95.4
Term,Method of birth,Caesarean section,2018,94146,108764,86.6
Term,Method of birth,Not stated,2018,5,28,17.9
Post-term,Method of birth,Vaginal (non-instrumental),2018,634,156238,0.4
Post-term,Method of birth,Vaginal (forceps),2018,115,15575,0.7
Post-term,Method of birth,Vaginal (vacuum),2018,107,22424,0.5
Post-term,Method of birth,Caesarean section,2018,439,108764,0.4
Post-term,Method of birth,Not stated,2018,0,28,0
Not stated,Method of birth,Vaginal (non-instrumental),2018,33,156238,0
Not stated,Method of birth,Vaginal (forceps),2018,5,15575,0
Not stated,Method of birth,Vaginal (vacuum),2018,9,22424,0
Not stated,Method of birth,Caesarean section,2018,21,108764,0
Not stated,Method of birth,Not stated,2018,2,28,7.1
Pre-term,Onset of labour,Spontaneous,2018,10524,130107,8.1
Pre-term,Onset of labour,Induced,2018,5231,102855,5.1
Pre-term,Onset of labour,No labour,2018,10528,69856,15.1
Pre-term,Onset of labour,Not stated,2018,178,211,84.4
Term,Onset of labour,Spontaneous,2018,119117,130107,91.6
Term,Onset of labour,Induced,2018,96813,102855,94.1
Term,Onset of labour,No labour,2018,59241,69856,84.8
Term,Onset of labour,Not stated,2018,32,211,15.2
Post-term,Onset of labour,Spontaneous,2018,428,130107,0.3
Post-term,Onset of labour,Induced,2018,794,102855,0.8
Post-term,Onset of labour,No labour,2018,73,69856,0.1
Post-term,Onset of labour,Not stated,2018,0,211,0
Not stated,Onset of labour,Spontaneous,2018,38,130107,0
Not stated,Onset of labour,Induced,2018,17,102855,0
Not stated,Onset of labour,No labour,2018,14,69856,0
Not stated,Onset of labour,Not stated,2018,1,211,0.5
Pre-term,Plurality,Singleton,2018,20571,294297,7
Pre-term,Plurality,Twins,2018,5701,8540,66.8
Pre-term,Plurality,Other multiples,2018,189,192,98.4
Pre-term,Plurality,Not stated,2018,0,0,0
Term,Plurality,Singleton,2018,272363,294297,92.5
Term,Plurality,Not stated,2018,0,0,0
Post-term,Plurality,Other multiples,2018,0,192,0
Post-term,Plurality,Not stated,2018,0,0,0
Not stated,Plurality,Not stated,2018,0,0,0
Pre-term,Remoteness area,Major cities,2018,18504,218571,8.5
Pre-term,Remoteness area,Inner regional,2018,4476,48954,9.1
Pre-term,Remoteness area,Outer regional,2018,2282,23851,9.6
Pre-term,Remoteness area,Remote,2018,427,4236,10.1
Pre-term,Remoteness area,Very remote,2018,347,2577,13.4
Term,Remoteness area,Major cities,2018,199129,218571,91.1
Term,Remoteness area,Inner regional,2018,44203,48954,90.3
Term,Remoteness area,Outer regional,2018,21472,23851,90
Term,Remoteness area,Remote,2018,3795,4236,89.6
Term,Remoteness area,Very remote,2018,2225,2577,86.3
Post-term,Remoteness area,Major cities,2018,887,218571,0.4
Post-term,Remoteness area,Inner regional,2018,268,48954,0.5
Post-term,Remoteness area,Outer regional,2018,93,23851,0.4
Post-term,Remoteness area,Remote,2018,14,4236,0.3
Post-term,Remoteness area,Very remote,2018,5,2577,0.2
Not stated,Remoteness area,Major cities,2018,52,218571,0
Not stated,Remoteness area,Inner regional,2018,7,48954,0
Not stated,Remoteness area,Outer regional,2018,5,23851,0
Not stated,Remoteness area,Remote,2018,0,4236,0
Not stated,Remoteness area,Very remote,2018,0,2577,0
Pre-term,Sex,Male,2018,14165,155916,9.1
Pre-term,Sex,Female,2018,12194,146996,8.3
Pre-term,Sex,Indeterminate/Not stated,2018,102,117,87.2
Term,Sex,Male,2018,141051,155916,90.5
Term,Sex,Female,2018,134138,146996,91.3
Term,Sex,Indeterminate/Not stated,2018,14,117,12
Post-term,Sex,Male,2018,664,155916,0.4
Post-term,Sex,Female,2018,631,146996,0.4
Post-term,Sex,Indeterminate/Not stated,2018,0,117,0
Not stated,Sex,Male,2018,36,155916,0
Not stated,Sex,Female,2018,33,146996,0
Not stated,Sex,Indeterminate/Not stated,2018,1,117,0.9
Pre-term,Smoking status (any time during pregnancy),Smoked,2018,3867,28601,13.5
Pre-term,Smoking status (any time during pregnancy),Did not smoke,2018,21857,269326,8.1
Pre-term,Smoking status (any time during pregnancy),Not stated,2018,737,5102,14.4
Term,Smoking status (any time during pregnancy),Smoked,2018,24650,28601,86.2
Term,Smoking status (any time during pregnancy),Did not smoke,2018,246207,269326,91.4
Term,Smoking status (any time during pregnancy),Not stated,2018,4346,5102,85.2
Post-term,Smoking status (any time during pregnancy),Smoked,2018,80,28601,0.3
Post-term,Smoking status (any time during pregnancy),Did not smoke,2018,1206,269326,0.4
Post-term,Smoking status (any time during pregnancy),Not stated,2018,9,5102,0.2
Not stated,Smoking status (any time during pregnancy),Smoked,2018,4,28601,0
Not stated,Smoking status (any time during pregnancy),Did not smoke,2018,56,269326,0
Not stated,Smoking status (any time during pregnancy),Not stated,2018,10,5102,0.2
Pre-term,Socioeconomic status,Q1 (most disadvantaged),2018,5900,59522,9.9
Pre-term,Socioeconomic status,Q2,2018,5098,58044,8.8
Pre-term,Socioeconomic status,Q3,2018,5695,64811,8.8
Pre-term,Socioeconomic status,Q4,2018,5060,60672,8.3
Pre-term,Socioeconomic status,Q5 (least disadvantaged),2018,4258,54898,7.8
Pre-term,Socioeconomic status,Not stated,2018,338,3793,8.9
Term,Socioeconomic status,Q1 (most disadvantaged),2018,53393,59522,89.7
Term,Socioeconomic status,Q2,2018,52629,58044,90.7
Term,Socioeconomic status,Q3,2018,58799,64811,90.7
Term,Socioeconomic status,Q4,2018,55386,60672,91.3
Term,Socioeconomic status,Q5 (least disadvantaged),2018,50398,54898,91.8
Term,Socioeconomic status,Not stated,2018,3425,3793,90.3
Post-term,Socioeconomic status,Q1 (most disadvantaged),2018,223,59522,0.4
Post-term,Socioeconomic status,Q2,2018,306,58044,0.5
Post-term,Socioeconomic status,Q3,2018,309,64811,0.5
Post-term,Socioeconomic status,Q4,2018,212,60672,0.3
Post-term,Socioeconomic status,Q5 (least disadvantaged),2018,217,54898,0.4
Post-term,Socioeconomic status,Not stated,2018,26,3793,0.7
Not stated,Socioeconomic status,Q1 (most disadvantaged),2018,6,59522,0
Not stated,Socioeconomic status,Q2,2018,11,58044,0
Not stated,Socioeconomic status,Q3,2018,8,64811,0
Not stated,Socioeconomic status,Q4,2018,14,60672,0
Not stated,Socioeconomic status,Q5 (least disadvantaged),2018,25,54898,0
Not stated,Socioeconomic status,Not stated,2018,4,3793,0.1
Pre-term,State and territory of birth,NSW,2018,7324,95545,7.7
Pre-term,State and territory of birth,Vic,2018,7084,78909,9
Pre-term,State and territory of birth,Qld,2018,5453,60483,9
Pre-term,State and territory of birth,WA,2018,3144,33427,9.4
Pre-term,State and territory of birth,SA,2018,1877,19333,9.7
Pre-term,State and territory of birth,Tas,2018,560,5516,10.2
Pre-term,State and territory of birth,ACT,2018,570,6041,9.4
Pre-term,State and territory of birth,NT,2018,449,3775,11.9
Term,State and territory of birth,NSW,2018,87407,95545,91.5
Term,State and territory of birth,Vic,2018,71635,78909,90.8
Term,State and territory of birth,Qld,2018,54825,60483,90.6
Term,State and territory of birth,WA,2018,30202,33427,90.4
Term,State and territory of birth,SA,2018,17417,19333,90.1
Term,State and territory of birth,Tas,2018,4939,5516,89.5
Term,State and territory of birth,ACT,2018,5458,6041,90.3
Term,State and territory of birth,NT,2018,3320,3775,87.9
Post-term,State and territory of birth,NSW,2018,755,95545,0.8
Post-term,State and territory of birth,Vic,2018,183,78909,0.2
Post-term,State and territory of birth,Qld,2018,204,60483,0.3
Post-term,State and territory of birth,WA,2018,81,33427,0.2
Post-term,State and territory of birth,SA,2018,36,19333,0.2
Post-term,State and territory of birth,Tas,2018,17,5516,0.3
Post-term,State and territory of birth,ACT,2018,13,6041,0.2
Post-term,State and territory of birth,NT,2018,6,3775,0.2
Not stated,State and territory of birth,NSW,2018,59,95545,0.1
Not stated,State and territory of birth,Vic,2018,7,78909,0
Not stated,State and territory of birth,Qld,2018,1,60483,0
Not stated,State and territory of birth,WA,2018,0,33427,0
Not stated,State and territory of birth,SA,2018,3,19333,0
Not stated,State and territory of birth,Tas,2018,0,5516,0
Not stated,State and territory of birth,ACT,2018,0,6041,0
Not stated,State and territory of birth,NT,2018,0,3775,0
